"author_channel_ID","author_number"
"UCWs2r6fVb2uvj7_87BwxLcA","0001388"
"UCWsFdyj8rukXVJPt5xQkJig","0004572"
"UCWsJFZHdYx3bDk2NyHPQ71g","0011820"
"UCWsMgFh7rGfQkaPWyH22VcA","0004636"
"UCWsNAX4CuYwqmULsWvG2usg","0019498"
"UCWsTwlVpd57hs01H_0sHImQ","0021318"
"UCWsaWb4ZAcLgdtnQqpoCDwg","0019073"
"UCWsiIddqH5c-rZs9iDO7FxQ","0004958"
"UCWt2ScGgbiIwG2m7U4bJaLA","0011719"
"UCWtEOtsHWTVIhv2o2zzoe0w","0001742"
"UCWtKI58Hm0pFZ4ppl3PNkZQ","0009401"
"UCWtRVISoOL6zdMw0jzWgpKg","0018616"
"UCWtUx31192c7pQZoCIEt0Hg","0022608"
"UCWtkk2cxeBKhYoTNCs60X6g","0002261"
"UCWttt2RFCQW3Qnh7r8N5gOQ","0006291"
"UCWtyMJK87nUSocOLKZ4QgFQ","0007740"
"UCWuBdDiMFauvE3_9gKvb7jw","0014988"
"UCWuMwMWNtJAacMEkIB5cv6A","0018081"
"UCWuPOLZM4Bzqytdt6QtzxYA","0016333"
"UCWuQf4qGhs10u-_fc_31Guw","0013673"
"UCWuTj4IbMMf_v7Bat33MkCg","0022394"
"UCWv3oGKZLZOxSGD6sU0OW5w","0004799"
"UCWv6APP3mpx6vP0XMuyyiyg","0019828"
"UCWvIoZIpOvAfuObKYtThzKQ","0001623"
"UCWvji7IFaPr9SJ2V6j6KvAg","0009516"
"UCWvzx3nX4wzYNaJxP7mCOYg","0000842"
"UCWwEhXIwNeXC_tLNmK_lhsQ","0007828"
"UCWwGjiI4tEBf79HbzcRrh4Q","0006446"
"UCWwUD9Vic3SNzAg82ZxTRTA","0003595"
"UCWwcUZJ6y2-Puo46KyntHYA","0000433"
"UCWwhuZXyUBcY57g8zkoocTQ","0007518"
"UCWwpd4brTPQYw239wZzo9ZQ","0008817"
"UCWx3GK7T_rj2KxZNyumMcjQ","0018266"
"UCWxBmZCJZcQ8BVhctg8_MSg","0000602"
"UCWxu6wlPoxS7QjrXwHfcjdQ","0014445"
"UCWy9HD3nz_sPOXGAj2SVxTg","0006559"
"UCWy9gM_AwI-3jCvf29yqRyw","0016376"
"UCWyE1yS8sEQ_dHtjnW0KoVQ","0012073"
"UCWyM747kKxRnr9PEN_mj_qg","0005943"
"UCWz3m7Wn1qg-VmJDmsxsjzw","0021860"
"UCWz94G5_fesvLLGacbtIJ8A","0010316"
"UCWzAK0g9ONNR8BPwkr3Wkog","0005987"
"UCWzKrpJPVSXDaO6sFY09ldg","0016787"
"UCWzTlAOtcs22BFwhZYWieTQ","0003777"
"UCWzXQqeubJgSFWEvaQ8qPfw","0005838"
"UCWzo-vZfAXhqoJuFyhDBweA","0017969"
"UCWzoExoG605d4YbMiC7Pkcg","0016187"
"UCX-K_0aXrMQl4xD6hY3KWQA","0017376"
"UCX-lkS9261nRuiZQ6H77sJg","0000582"
"UCX02uv5nSosVGilB6bIwAZw","0014575"
"UCX06PLZbCfGLrdzBhrsEMVg","0009047"
"UCX0b1Yl4dgzVVTLe9go6dpg","0020390"
"UCX0wMqHi6eYftiqw7zPFPgA","0022207"
"UCX129v9lnygFSjPKydNrBvQ","0016503"
"UCX175dVH4fRDBZQEPOpgn5A","0021727"
"UCX1EaJYtbwfPg6Xm5HHwTjg","0013756"
"UCX1ISBKFpVLrp5Rvy-7_kvw","0021673"
"UCX1LVxObPPI4dHjKfi6SkjA","0014861"
"UCX1NxNVozf5IgWG1tT0gRlw","0008750"
"UCX1eDlGsT0dwc4A7a_IDCMw","0011454"
"UCX1wnZlB_08QxrPltV-ebig","0011892"
"UCX24mTWfIALVJcYp3ldU_CQ","0004904"
"UCX2F40dSzYhA-fBc-OFPiEQ","0010111"
"UCX2akB4y2lNLfsU_wWHIc2g","0001330"
"UCX3YqabT-LNmiQ0DRlch0Jw","0020529"
"UCX3ddRBagYCTqhtojGZ01IA","0005170"
"UCX48rItwJ6P0KSqnUrS4m5Q","0010525"
"UCX49BSleoh7XO1kYNXfhaig","0021998"
"UCX49f7UWiH1B6rW18m9Rhlw","0009578"
"UCX4BCqj9Kz00O-u0QqHIS0g","0003853"
"UCX4SEwheh61_XJqwPY6mE_A","0008737"
"UCX5-dMby1PQ02GuuhWPTKFQ","0013141"
"UCX54gcRmnyeu0fEnsgagkig","0013533"
"UCX5fOdzZeWC3MlFl4tqA5Uw","0017895"
"UCX5lT-w_u9EBSNDxnHlLqQQ","0014128"
"UCX5tMRSuDNQDZNA6a4styDA","0013880"
"UCX64jNiBGdphv5CoZtrYNWA","0009006"
"UCX6IrAmgLRJuZLhobXKtFXw","0009500"
"UCX6oLzdIV6fQenPhfrVi0bQ","0006262"
"UCX6ul_1RlzRIL2kg2LQwv2g","0019984"
"UCX73ZAIJLnjRsEw2b8e9erg","0000797"
"UCX7AI9zyeyuc_Ahb9tWgWlg","0018381"
"UCX7Jb0URQCLjFkNxnHk7nqA","0020528"
"UCX7fuabvtuokkzraxwKrl5g","0000352"
"UCX7xgW03ugb6TwDjjpms4GQ","0023128"
"UCX7ytjcjR0XFV2LYgLhAKAQ","0017642"
"UCX8LLl7sSe4xe2OXkYmJ7hA","0011520"
"UCX8NRflHwvZ404WJxIYSFNw","0009872"
"UCX8hxlex63wv5Q0MrjSlROQ","0020960"
"UCX8jH9ZORYXJf6uxtZH0_sQ","0018509"
"UCX8k1grdz-cKyoTkZ_CpFGQ","0012493"
"UCX8pXti5ucautV5E2enZ1gQ","0011835"
"UCX8vSXt5zeOT_MeMZ4KLUMA","0006964"
"UCX9CqseiaqS4jHj1IBe6Hdw","0018814"
"UCX9RSL2iLbLtjDiJYDTWRrg","0022456"
"UCX9wuzWhcANDJKcaDUZ9HUw","0022019"
"UCXA-ttQpPJu2LKwjZp-yyvQ","0019372"
"UCXA-zCtFp_S3CM77wXNLoCA","0009170"
"UCXA6pVEluEyDQHVDcIlE8Cg","0003792"
"UCXACBFusCxQhgp1oOjof6Bw","0005386"
"UCXASTGkPKauMNnp99VTfmww","0003292"
"UCXB3V4kcWVMjbpL-jnxRGvw","0020030"
"UCXB8ydWdE8qLpl4NZaetFIw","0002433"
"UCXBP8SNdvdBQA-GQ35hKbmw","0015343"
"UCXBR27YRV0e5UBnelsiQlsQ","0006959"
"UCXBawIANIQXBIh8SZcofATw","0002479"
"UCXBgaKUU1DcRqEDxpSW-uQg","0002401"
"UCXBof5nI6uWKwrX_2CPju4A","0012472"
"UCXC909FcVszLFbTm-oA14bQ","0000284"
"UCXCa4JNYMePQEZ0ZnwrPgcw","0016252"
"UCXCeg6bM5_6hOFfu3dyQeDA","0017065"
"UCXCo4FFdTN10jlogqRlJvvw","0013562"
"UCXCp4UBZSKqMgAyyQ_1vSsQ","0003114"
"UCXCzzicYe0qqdCFMg9HcF9w","0004903"
"UCXD8OndbBfC8YT7fDOz_3Pw","0004118"
"UCXDXqJg0o6jlU01JpEhACHw","0011165"
"UCXDmxPywY0Mi-Txj4JZlqgA","0022323"
"UCXDzg6_Y8VDBLE9dDW_jRVw","0007748"
"UCXE4j51SnIleuX2p2VTpkfQ","0002207"
"UCXE8yA3LQVO2owc2X-D7gdw","0015552"
"UCXESnaBgjUSsYiFKTDt_88Q","0001416"
"UCXEfVc4HlEr4hS08Vl5xD4A","0021334"
"UCXEqI54TyaqRA7pFwLIoFgQ","0020484"
"UCXEwoy3vmX_znGp8P_pjLdA","0016339"
"UCXFd3auJh2yprpCWyCZob8A","0014265"
"UCXFguzpoaZ6NxRLITbShO0A","0003311"
"UCXFmxj_p-ng-8s_qGJDMBgA","0001366"
"UCXGZRjHZFg-4yW-aWxffG1w","0013071"
"UCXGqzrypLuuy3rboMvcJgng","0017350"
"UCXGvmFB8bVl6X2UW1OqEm0Q","0003997"
"UCXGxXl2jf64BgNGlI8TzkPA","0005809"
"UCXGxsJbvxbdEKP7Gv2iCd-Q","0007624"
"UCXHJ08zRjUbFGKPVn4IPyRQ","0010866"
"UCXHJu0klGppQtfTGIAnB7fg","0014876"
"UCXHlPgfXFu3vtCVffSUwXyg","0017400"
"UCXI0L1V8clq1uZEni_1tjjw","0009822"
"UCXI0gIW2BjGstwNLceQGLrA","0015998"
"UCXINVoC-ABuCphR-D5YnK7g","0016010"
"UCXIWFlYDSnu7S4tqnRHm9MA","0019062"
"UCXIWjbuMJ2iH4ddZpPrAvwQ","0012020"
"UCXIdmU2SUC8AG5jA__H6oRw","0018430"
"UCXIhL8g0EFfcZxa6ICRgk2Q","0007617"
"UCXJ90IhTjVEt36Fa7vOh5Lg","0008630"
"UCXJkSPlDP415nULj2DeNWDg","0002005"
"UCXKOSUSP4HzEdmNbr-wC2mw","0012459"
"UCXKVHKaNqHiU3QDMT7BrcBg","0015283"
"UCXKk9WtZ3HGSf8S34kI45OQ","0007667"
"UCXKt56tmvAUMJFt14GrC6vA","0016691"
"UCXLMwu8gKq42bWbSmA9pnaA","0007786"
"UCXLWGKR1-zKIRFwG8RUYsFw","0002497"
"UCXLYmkPXmBkPwoTopJbg_PA","0005312"
"UCXLdDm_ST_p-CMlbPpKiInw","0022315"
"UCXLqmL9x0RdXuVHHPhSO_ag","0014113"
"UCXM04bk-KucXUPpqjy0vF5w","0022556"
"UCXMC_hWj3QaGa8hHcv6ZTwg","0017527"
"UCXMbFRlzpZbSzk8mHW9I6GQ","0008893"
"UCXMkRJdnEIzcxn7MabqhpMw","0009103"
"UCXMm7E0Azapi9m3BLmpxANg","0002732"
"UCXMz1q-j6TQhDcf-yEzYSKA","0007745"
"UCXNPfYoi1geuWNb7-lvCXiQ","0019360"
"UCXNSWpQ6cpqcpnBAPjJYSEA","0007287"
"UCXNbZ8dCLnG7gl0a3mjjnaw","0006835"
"UCXNdNSag0G6ffA6-oCrbPXQ","0012032"
"UCXO-6TD1PR7tZwn-gI04Myw","0000840"
"UCXO1Yq73tWwzE8wEPwjgrsQ","0012506"
"UCXOXTtWcvbUH_BU-soaOn8A","0013135"
"UCXOZNksqo5bWVgFg9Q22vog","0011941"
"UCXObguuPYWsUhwT1p_YfYMw","0015699"
"UCXOceLM6DT0oO_TBkbvVIOQ","0011966"
"UCXOqkuPLGXVPytuEhG0w3ag","0004697"
"UCXOw9qGwd6rF8M_qMPjUEUA","0010859"
"UCXPOsalvFChIIDCebwOXHpw","0018761"
"UCXP_mjMZCoBvi3rUejHg9yQ","0005259"
"UCXPcRHNATuQMWC57p-yYqjw","0004937"
"UCXPjdZ179-T6H7ClAVXm3fQ","0009611"
"UCXQ8vdCQZWXPQcFQ6gwodjw","0020821"
"UCXQ9HSFjLaA8gWEM2K5LF_A","0021363"
"UCXQKE1gUPchIpVQL9wuvFZQ","0009027"
"UCXQbH3n7bLGLsMlAEIrBoFA","0013795"
"UCXQe1miwvf8w_mA5IngiIRA","0023147"
"UCXQglmj2VD5evPcgxcJeFxg","0000547"
"UCXRLQClRsJuumvoEvbb_55g","0010190"
"UCXRMFbUcsMBymFdzXZhwulA","0000784"
"UCXRm55ubrZEB1BNKNuIq1HA","0007805"
"UCXRnJTDfTvmDq1CH9C5LDtA","0015968"
"UCXRnqCPrcuRq-G8JWtsSeqg","0015367"
"UCXRq585TUvIFERXKkDyEXBQ","0020113"
"UCXRrCkiZIdpMM1EksoNDMSQ","0009479"
"UCXRt5vTt2ZJYXoKWTVYXkYQ","0009411"
"UCXS9uNZ_foMsLKTzKUv9anw","0010887"
"UCXSB_6asqJJxfVK0QXLksKA","0001407"
"UCXSIpoi76FDqz5KalMd_W1w","0019328"
"UCXSbPJsIUDnPNyXFeDb4Bgw","0008005"
"UCXSt_02-MNUACfoojUXEmGQ","0005931"
"UCXTF1v0GVxB1bDSbaeWmzmg","0002882"
"UCXTPziq0H3d5r5Gfl5vdTqw","0023070"
"UCXTam3vIG60nFE1xYI8y92g","0008358"
"UCXTh5bn9EeijAvZJAJjmqaA","0016099"
"UCXToNlYiNWrPOdaKLwCuW4Q","0017185"
"UCXTqk5-TcLRWuH2fdaKyqZA","0011682"
"UCXTqnawQBNlhABFPqU5dYlw","0012797"
"UCXTy_SlF2ZXVBiYmvdzONWw","0003314"
"UCXU2wRMPUY5CLNJEhDsWDNw","0004893"
"UCXU4-GMQPlHKgqLklwpk6Ag","0020501"
"UCXULGxzjT177-TuFgiSX-5Q","0001977"
"UCXUPbVglIiT--ECXA8r8B9w","0012750"
"UCXUTMgwL4gvki2LKc0KKKzQ","0020763"
"UCXVTof5WCKequldZwFF6W2A","0012263"
"UCXVlaz3cZl56Eodioj7bWdQ","0010603"
"UCXVrhu3ubJBjfONMjGET7kg","0007516"
"UCXW6L7b7z_SZncTiC3pMv5Q","0013666"
"UCXWQSBqzYoGd8OngoIIfSNQ","0008601"
"UCXWYP9498aVf5bt536IiyFg","0020979"
"UCXWbguXepPkyqJWz5oGNYZw","0011980"
"UCXWcCBq5HhXxUniL4IusQhw","0005682"
"UCXWcGRaRHm8YziksaMOyS7g","0007078"
"UCXXVCYIZX5RodT9WtHt6Qqg","0012076"
"UCXXvDIAgyZ2JLOq7XPvTkyw","0002538"
"UCXXvETlve1B8VF7_BqojTBg","0000035"
"UCXY5aHQ6wkQi4eKulARmrtQ","0012141"
"UCXY7mVoxztR4OiU48tviz6w","0020377"
"UCXYFlN4E2RL9vw3CxM4oVmw","0006646"
"UCXYNw20Y9XVax37ebt9ukCQ","0003902"
"UCXYdRiDhv9UAuvdxi7hhhuw","0014259"
"UCXZ1oydmVZ4JLjWiYHqzymg","0010783"
"UCXZoB7s1lIS4vVkjP0L5m6Q","0006003"
"UCXZzTLetN9b9u3wcIEFtzww","0022256"
"UCX_08P8HN25AOS99sdzGfwQ","0005445"
"UCX_1BZQLx9uXDi6dg_2otrQ","0018973"
"UCX_NwHzZdtm5fvJlxw-hNKw","0020510"
"UCX_kTtD4FLH-PlJAc0E5dfA","0008970"
"UCX_pavZi2m8-QbU3djG-MwA","0017174"
"UCX_zvAdhkvBU4Pfjsbqm3LQ","0010780"
"UCXa5zt6CjsApT6G-n3_KBqw","0011347"
"UCXaSGszzJOK3t4eIREe8GDg","0013870"
"UCXaWVLgjCFgbh76PwZQxugw","0013191"
"UCXaa6ewtjhe-GDWUUIqMhHA","0017431"
"UCXb45GHMPO4HTcNmVCf-ZBA","0002296"
"UCXbJF5JcEcIMMF2hNpFKFWA","0011240"
"UCXbKgt5TGe2b7L8IDuvysdg","0016928"
"UCXbKlGWIo9Xy_G8s1RDTIyQ","0022242"
"UCXbQqxKOrt73HoDezdej3_A","0005253"
"UCXbdgF3d8N-7ihYJZRg4lFg","0008613"
"UCXbiD818K9Ce3hKKpqRqEEw","0015016"
"UCXc57OzOcT9Pin4fMIwPqgw","0010871"
"UCXci2S8QT4gSrHGDB6eiQCQ","0012689"
"UCXcmtU7_4GhJ1aMCRxk-42A","0016802"
"UCXcob8_ItFblaf3CfkQPMWA","0004358"
"UCXdIEQ9Ooc_EX2NJlp6fU_Q","0002326"
"UCXdcGBddnPXtZuciCl2vYmw","0020340"
"UCXdccA9YdyRv4gAk6BHvhlA","0003285"
"UCXdoaGqUQNXGgusNcu0rAKA","0015866"
"UCXdy4G9uUOiC-xgskr9lYhw","0012677"
"UCXe2UtjxCpj0xzum3Sl-3Sg","0018078"
"UCXe81veDYtbwOfxX-I5W1mQ","0016837"
"UCXePwdoAe6shWVQpVv4hkFQ","0019333"
"UCXeQ_w9YsQKrLEuAbsU-QoA","0017082"
"UCXeRgHc5YDhFhD4kjSafiEw","0018022"
"UCXetMEBA-rR8HWAMXGooeeQ","0020033"
"UCXey6AvC2FGc7WD6qWqhfwA","0021162"
"UCXfG1CpzCKS-ULtf9yPbfVg","0001171"
"UCXfOr_cNlRv3jT1EHZSYAvQ","0011016"
"UCXftZkP0k8u-ZyFhhsRqLAQ","0004242"
"UCXfyYXVDMMF1705p6qritCw","0021071"
"UCXgJTviGjB2pnK5ENF1IooA","0002988"
"UCXgNphPQ6qRsDm9KHcJfjAA","0018624"
"UCXgQbxMbOkishoZ-aP_aDdg","0016962"
"UCXgXV3__GxYyyAikh2D6oBw","0001373"
"UCXgjBOoWBGjR8AgrvSX922w","0005913"
"UCXgx_zZ1HOyEt68DQym52vQ","0003586"
"UCXh0ZiSqs7xEKtZr1tRNB6Q","0022388"
"UCXhC3SGLVpEfqb5fz7cydLQ","0002059"
"UCXhFzDmJL-lkOIb9ysAHKQg","0020023"
"UCXhNHeFDl_Fw39cgIzNaA0A","0004943"
"UCXhS8eNGEoFcaQSedn1EUtg","0020557"
"UCXhi7_U_M2OVEAeUYka7LaQ","0017352"
"UCXhpe2VBht1gfDV0PpZ07CQ","0016466"
"UCXhvTtEwolgYsIc5Q8-55Zw","0018401"
"UCXi479DdVHWWM5rLFGjNSsQ","0018962"
"UCXi6uMNoVG7CWK5PfKjgruw","0006279"
"UCXiAWfvFbqGQU_EnOF9ggLA","0003057"
"UCXiBF86Ov7wd_gGt-E3N93A","0008531"
"UCXiHiXApGfxDWiwwQltJxoA","0010807"
"UCXiJT6HPJ_MfsXIYS1SpGvQ","0004434"
"UCXiT8arBPhyA83ICwjIlMdg","0017492"
"UCXif8zav-IO0D6V0ybwb8kQ","0014550"
"UCXiiak7vkx6-tJIP_Y-XtOQ","0022943"
"UCXj1BePwD-8k-nxh07aIu2Q","0011877"
"UCXjMxoyCqXs5OY1qpIeosyw","0018751"
"UCXjjY3YwWKV3P6E6W3Tql7w","0005004"
"UCXjkTsVDbTZmgOGnpES6Gug","0004391"
"UCXk255RmuHxozYQUdAVvvhg","0015515"
"UCXk2SOW-9aW-ekKUJiBq0cw","0005114"
"UCXk5Hvy0S49pM4g2AuoQi0g","0004449"
"UCXkVE95YUCY3UE0hX_kieeA","0020119"
"UCXkcbWw-rh93J2z23gr9D_A","0009989"
"UCXkn9U9wr_omqq3Gw6eSfXg","0020360"
"UCXlAAkP4nChcQ3UkM6XUCEA","0015432"
"UCXlIvZMwcdfWJ-KO91a1_gA","0018784"
"UCXlYfWlXDZFQrVqrwMn6RDw","0023068"
"UCXlfxXNFf1zaXSrdLOZjUGw","0014183"
"UCXlwMCgqBKWy7j5XZ38Aw_Q","0001445"
"UCXlyQ8NppCehkbdQmk8Hkzw","0018641"
"UCXm8v-NUqDAhx7Uc-vm2-zQ","0017941"
"UCXmvIo_8acYBRw82jsDdGKQ","0013585"
"UCXn16eGt2OmlFyLWWf4G8tg","0011595"
"UCXnUrABPvZEHPoQ2CNylGcg","0020666"
"UCXnYRjNxSwHVg1k0Yd2R1nQ","0010039"
"UCXndahMJ3ydSutN8d1LroHg","0011445"
"UCXnsy4kZXVQVJAHk8FGZDGg","0000157"
"UCXnvtGrDxDa7ntPnr5gGpyQ","0007358"
"UCXoREJ4OTZ_TXl1GtyX4bbg","0003825"
"UCXoSL-qbQqEzkwIM5bhjr5w","0018593"
"UCXoUqpDHK_ginOOB5qrn5Yg","0018453"
"UCXokinEqB-zey4uvo1jEFDw","0003863"
"UCXowqEdpybZug0WehE1aXHA","0007090"
"UCXozvRNCNA3jNW0pjNWMyMQ","0021817"
"UCXp1DhAZYeVH2ps94Pz4Kqg","0005058"
"UCXp6jfwSfoUitCx7C72nfSw","0021073"
"UCXp8snUMjSsq1JTKvhAXGEw","0011567"
"UCXpJf97bb0sIxy-WbdLyDmQ","0005210"
"UCXpSOI8OdDhPLN9BUNL7CNQ","0019486"
"UCXpVmgEN4CJId3DyebbpbtA","0002515"
"UCXpWnrRnkTOOhfkpp0FhQ2Q","0021568"
"UCXpeocM4WXDKgE_XQTnDfQg","0011311"
"UCXpt0vv9e3yDuGHskJmB0dw","0009100"
"UCXpt5pTqdLfIswVl6Od2eQA","0017023"
"UCXpy9rlCoy2EqdTA5fcH_pQ","0023048"
"UCXq4l2OwSX7toQj2FEiVVhA","0003874"
"UCXq8mGr-G5Zz7dh9_1E_dZQ","0020736"
"UCXqMnwRbkzqcmX2IpV0rXEw","0000815"
"UCXqeAquxV5DuSFzKe3yOByQ","0012996"
"UCXqlFgxomI7FpSQY92gNPDQ","0013511"
"UCXqq9mA9Jz0ILO5h1-c7qDw","0007825"
"UCXqzL4SeGO73r8IMk3-VJOA","0011142"
"UCXr2NGOFydhUc913m68fV9w","0021527"
"UCXr7ien2gjJw0fUAcJJj-0A","0018373"
"UCXr9CfYMgt4po9mvGvG-jug","0020142"
"UCXrG8VXsFUbjl6JEHb3JVFA","0012881"
"UCXrPeZHyZiXfyEn4dULTVkA","0005522"
"UCXrYcaJLMY8c0Ci54gy6JOw","0000103"
"UCXr_xAdlAtDxUD33_l7LZrQ","0012765"
"UCXrgyps49zRhviv6kDf67Tw","0013548"
"UCXru9aLcZblm_QwiVs9jG7A","0007135"
"UCXs75AMZNdrGba3R28eUkkA","0014746"
"UCXsAKfWgbqaxIq4tZy_mQZA","0012009"
"UCXsWp2ybsuiVxIkmQpsoViQ","0003018"
"UCXsexBDqntUITbcrnl0Goxg","0017506"
"UCXtQdmLTnYxNOhNbtPneaAw","0000967"
"UCXtQlilhHtMKPpl0RQS1_Iw","0021890"
"UCXtjOsQ3hpVdNdYXUxnUDiQ","0010174"
"UCXu2MJHBPvnoCxnsVvQtyiw","0012060"
"UCXuub68EIBppglEIkWktSUw","0008319"
"UCXvKamNBiDS6NIVGrncXTlg","0020889"
"UCXvoT84uyS10D-N-uV1S2MQ","0004908"
"UCXw-Oi46KN2Ujjj-2I4EoyQ","0020869"
"UCXwA1DEYKL94MOdoQacot9w","0001518"
"UCXwIAaGJQWa48fA1LMiZ0pg","0011053"
"UCXwPK5X-GGNX60znEmZuBKw","0001904"
"UCXwSPYn8fINBElg5mmhIHfQ","0012321"
"UCXwgpztvlLOSnMRIjMEtYMQ","0007325"
"UCXxH7qfzRXxxK-3jpUE0FsQ","0002135"
"UCXxMuadsE1t4H_VtJdIImzQ","0000863"
"UCXxnv1Md10Y0v8fSxNpLBfg","0003502"
"UCXxpeYsvhcWQUcMwE59A1Mg","0014357"
"UCXxwN0-w8b-gFcAzWahbNDQ","0020845"
"UCXyJj-XPHnFdEFWRbntYo2Q","0012286"
"UCXyN20OsyflODl0SVv3S4lA","0004916"
"UCXyXvPBkYhlsIlhi1FvaiyA","0019534"
"UCXydJ8HXLkTDabD3n_Tcddg","0000973"
"UCXyrjHrCbq3bHqwAHUuEL4g","0007241"
"UCXz8qPN6x3XZiMqI_N8eseQ","0004261"
"UCXzEnTyuiUDdJnHOXER-CVA","0000500"
"UCXzi0P89LM0-TsIlXwo7Gww","0006181"
"UCY-Po5fbf8XPhwtXe3PVWmg","0013457"
"UCY-RklGAC9xRfjLFdmNDBaQ","0020823"
"UCY-gynHTTzR7YcAkEmYRlPw","0017761"
"UCY-o69MK8c29dnpMLFVXxbQ","0001075"
"UCY-xGSa_IkAhE1JlDdG5OnQ","0004994"
"UCY0Xa7P7gZeeZUu-P6Ga_ug","0015600"
"UCY0dcomDNWAOu276mx0j55g","0007974"
"UCY0r5_bchUh-ZHX8egdJZEg","0007694"
"UCY0yu4JovHaetEbYYEVc53g","0016105"
"UCY0zNo6VSJBWsRVL_lsQ3ow","0012852"
"UCY18JWzIspeOIEG3NDc3TnA","0010082"
"UCY1Wp769RJtgAs4wg6wE_nQ","0001141"
"UCY1XMRSL-5uFcpkfCdSrYkA","0010511"
"UCY1oT6FIFombx4jLJGJeRuA","0016058"
"UCY1vdBYWsoZL6a_FVZwH90w","0019148"
"UCY1w8lEQ5i28nwscRpJqaqQ","0005401"
"UCY1ymk4jWV74Augogmvg3eQ","0010550"
"UCY2UZtMQhXBiV8dPD807tLw","0016502"
"UCY2_aC_bwmwIT-3T8sGSVLg","0016095"
"UCY3AGlPc-Pj8y-8x_Hm0SLw","0018004"
"UCY3JPbSUa-I95x3x9KJu3oA","0019802"
"UCY3Xvizbd-t2ZQjN5i-0sKg","0004346"
"UCY3c_vgva9Km48n-MnRjD9Q","0014752"
"UCY4g4Y5CTmW31u3ocM137IQ","0011691"
"UCY4moW-xJvJ81MotoZc0gTw","0013649"
"UCY5OlkLzXgQJrS6GmO4_QMA","0015194"
"UCY5t2TR0CU8MTICVkWZ2ZYg","0007801"
"UCY6EpAfB5bggzjMlFyGQsOQ","0008790"
"UCY6KmR82DojN-GhAEJ62NTw","0018979"
"UCY6Za2Eiab6IG5cjfuLZSVw","0001616"
"UCY73QTH2nw-N9YLfepBHw1g","0013857"
"UCY7OkGJdE5zkHJ2ceV_HjMw","0018104"
"UCY7dbgVOkS66A6VnKa62XOw","0022735"
"UCY86KuKwvMYsa2Y7uLV0pQA","0006734"
"UCY877IN8BuY8J_PgBMw6mFQ","0017246"
"UCY8EYdh4U62MQ1irICo0O2g","0014322"
"UCY8Hxg7xI99THzJKrPDzJJQ","0007777"
"UCY8KSu2UhHtUDs9-UaBEJfQ","0022093"
"UCY8NBShiSwp8Du47Y8gD26A","0008336"
"UCY8hU6x_9JRgem6pXQE6toA","0001953"
"UCY8xw5n2v28vsA44IiGwGnQ","0014838"
"UCY9XlOX-wcvHeeBaw1n5WWQ","0019472"
"UCY9aNjPPA6a9VMlylMlMszw","0017048"
"UCY9eSKx6bRUlbjiV0SFw7ug","0007994"
"UCY9l4pvPPNYpg46jZBR_EwQ","0019228"
"UCY9lRmm-NbKVz76QKdCTgLQ","0002255"
"UCY9pI3nXrR8yxXs077Z4KxA","0012645"
"UCYABaD_YW86jZitMChAvzUw","0014528"
"UCYAKijQr1Nhjket60a5Z3lQ","0005431"
"UCYAsLiN8pMrVUPk1hcFAtsg","0017020"
"UCYAsrOHfhcRWwiKQfKZs1fg","0003462"
"UCYAt0mVBicUe2o9zZfy4Rjg","0018470"
"UCYAzkcXQNA0DhWVNFBhvHEA","0022254"
"UCYB6O9TEXRwADIlu5RJ1uoQ","0006589"
"UCYBf_3gSA3kZ1791zSMzDBw","0018679"
"UCYBghCs7pwZ3FZl2r9SSSiA","0006146"
"UCYCJlsll5xjnl8gdCH28Bgw","0014606"
"UCYCQZS_03HC6gTvEdX0jLhQ","0022663"
"UCYCgoxncFU7KfF1T7ldWVgg","0000120"
"UCYCkBp-nOKPDoJTebc3M_vA","0002516"
"UCYCyB6Mg8qj5Q_ZBRQTIkwQ","0017057"
"UCYDSz-d0eGIuMZVFDjwPoUw","0015166"
"UCYDUhqxowRDoX5u-6xGMfKg","0012615"
"UCYDUny9J7BWzCQjfOJ4ZIWg","0020204"
"UCYDXCLq7sqjFFvlc8_CuTyw","0012363"
"UCYDejahqv1k33088vsaitwA","0007292"
"UCYDobU3o9kTmtNtZL_3yzoQ","0012783"
"UCYEcI61x84i4R_7hXvcBxHw","0012460"
"UCYFGARUx-O3geAOQ-_TsLLQ","0018273"
"UCYFRLFk0YgmXWVa7m4woyKA","0018602"
"UCYFccklHTxbshh6fOelIifw","0010076"
"UCYFmgkig473ebTSysPOhuqg","0001693"
"UCYGQlUBCOCbCNxND7H8ljtQ","0000793"
"UCYGVgY86iS7B929EQVLDspg","0011050"
"UCYH0Lv1ZSKrmk4iTkk9FfBw","0014497"
"UCYHKoiN-R0tW3Xup2heccJw","0022166"
"UCYHT4XVTHdHkBUOmuMAnL8w","0007363"
"UCYHjMXCE943444Dzc0WtAJA","0006141"
"UCYHr6lyHC-UKZdSYVItCfeA","0015408"
"UCYI4sIiCxBOinpgJ3KdgGvA","0000196"
"UCYIVBOguhVZpO71Yi3ectVg","0020416"
"UCYIVHevtA9ys40VVNqmE3ug","0011187"
"UCYIWjLWZ0FmSppKoIIjpegg","0001159"
"UCYIYuhwroYrm0fub9mc3q1w","0008505"
"UCYIkpjqWOm3bwHbxjMloPGQ","0009597"
"UCYImby_NpuQR38qYlgCaOEw","0016581"
"UCYInY_c6vdRT8KgxSugtXIg","0009873"
