"author_channel_ID","author_number"
"UCFAKnXSt2FLkkm6B2j0RTKQ","0003188"
"UCFAgk5eqbAbI9ePq5A9XDCg","0004488"
"UCFBR3JpA2cj8LgYiIbcwyLA","0019457"
"UCFBalCR0Ve5PqoDkR_pWKmg","0020384"
"UCFCOMEWrJV1EizNJJww6iyA","0000490"
"UCFCW06ILQNReZnlF9b32dgw","0017204"
"UCFCosfUr8AfIR573PvaxvhQ","0017443"
"UCFCvJhn8k-aGQj4CWqtr1Zg","0022842"
"UCFD26lDaSOtpXy5JjWj6H5Q","0013005"
"UCFD5Xlmppl9ERk4jkUmxCGw","0018883"
"UCFD8acIzNJ3olEnk3VNwepw","0001790"
"UCFD9mbu1PjOQfNwKYOFONDA","0008708"
"UCFDDgCst_XzRF1PZJoOj87w","0009603"
"UCFDcw6lSX7wo51xZ0Kq2KaQ","0020686"
"UCFE1eq-aqbpchcK7M6nZ-Gg","0017748"
"UCFEjmAN7xG1DEu4zOd3Q2AQ","0009466"
"UCFFGZiYk5FzmsHxxjCBzqOw","0019639"
"UCFFN0rsfl4sk5Pbzr_0uOjA","0000907"
"UCFFQtoK4fWpTX-ULi_zw8GA","0020315"
"UCFFSBYTkoQy5mNhHVmXpZRQ","0003701"
"UCFF_tdptR1QEy1DyJxXQfcA","0014610"
"UCFFmek1D18-iq5Z1mp70F3g","0017851"
"UCFFrKfJcyROy7lAwgIUV7Vw","0009650"
"UCFG185aGER9W5kDSSgo4Iiw","0000823"
"UCFG8g9rLjLCgjSVHAEIk-2w","0002260"
"UCFGCKLOo769C6USBfNFyP-g","0016178"
"UCFGFA0EcXLjHI94Db6QTC4w","0008523"
"UCFGG1oMAT2q1JQQUugMPUqw","0006046"
"UCFGKWc6jtjVU81DmZKCpVpA","0013333"
"UCFGKnRFU8aIdOWEtaDNyvlQ","0000905"
"UCFGL1YQq4ybOhqSiLw6UR9Q","0003353"
"UCFGUQ_ChJ0tLG8hDrCDkiIQ","0016806"
"UCFGgX-EFghBCb1mTDmRn5pw","0008491"
"UCFGnhMo-HKezGcOR_yaA66A","0003340"
"UCFHCLo-7gBWKKe40dz9t8sQ","0007423"
"UCFHdp4_qj2C4TWshq9h7RKQ","0001986"
"UCFHgchoTs31R4Vf0JoAMOHg","0019142"
"UCFIIcdQzAjUPH5QPmcp1pJQ","0011351"
"UCFIq5hX2nbthSRh4ca4Nkng","0004536"
"UCFIvvSh5QwUMQkS2qKHJfgA","0018450"
"UCFJaXoC5uJ4EmeMO7bAtvyg","0015027"
"UCFJecLjI87D5ByafUZmk6yA","0001728"
"UCFJi8B85C3gnRqlWk5QPPew","0002993"
"UCFKAJ-1iodgNPuTkLW2J3rg","0007554"
"UCFKGy9MBzdYrE7eDV2Tkjtw","0017730"
"UCFKSoR_bd25lqart6ozEHDg","0010312"
"UCFKxMCFk_nE-rmPbci4y8UA","0011393"
"UCFL-n0EI5sRmI7BGYZue1QA","0013126"
"UCFL1kC7dPCirO9_CHNQxHYg","0000548"
"UCFLOOWpq1OY8AJqCCeroLVg","0018714"
"UCFLUrcnOJqNu5wjv2UXAd2w","0015237"
"UCFLWEewQK_2lUN5fB6Lkh3A","0017874"
"UCFLal49y_irJr506CMXfUBA","0018317"
"UCFLgf-p23tGrbB5vJhhO0tg","0010322"
"UCFLsqgiK0ZwQBqRdaVSx4Ig","0017179"
"UCFM1KXeeEGkDMqdt5aHyaMw","0019862"
"UCFM3Ue3R1yq_pecKDe_OWAA","0007189"
"UCFMO5ALuBRcQ5Ew199YGz5g","0006886"
"UCFMPq0ifIL0szShKfgSFJWw","0019058"
"UCFMbS-WxnOVeb3hddbeqRKQ","0003820"
"UCFMem8fVE5uwsZhNHjtCrlA","0016157"
"UCFMfm4yinYCbXOCfep3Pu7A","0022960"
"UCFN7dEOaAiv2WqSqNnT-sxQ","0017593"
"UCFNEPOtvucMjx5PaoUw-sVg","0015921"
"UCFNbsCUUHADjLDKJDtTHlgA","0011459"
"UCFNcumKm9iq1MSaQ90aUeIQ","0015501"
"UCFNnCS8RXNZaJ2hTsVYfAiA","0015838"
"UCFNsfaGl55aJj9WrXqro7qw","0008558"
"UCFOTIn68v3-mliHFWWkjUDw","0007314"
"UCFOWve_azY8lwl-BPdv_uOw","0010393"
"UCFOgFFDJA8qn7s07IoQC27w","0012210"
"UCFOhI1qrOz8g5p9rOqNy0ZQ","0021019"
"UCFOlk9sgl6wSnLEcVDwZn_w","0007818"
"UCFOsmNqjC2lx1YygVRyIO6g","0022168"
"UCFOuQmadzYGZkldZ0RhegWw","0004965"
"UCFPCtTDHyQsZyLw7JblW3oQ","0016790"
"UCFPKoikruznCek2dXZVWDeA","0013650"
"UCFPTF2Q_f_pSYLlTVdIzQtw","0007987"
"UCFPrXb7wHXGcotd5YAdepBw","0007743"
"UCFPuHkExwwAGphVOxE9P_DA","0015071"
"UCFQ1TgfQO5O3FDU8yEK9v9w","0015093"
"UCFQ1WK4hMHK7cNsPxdRk3Cw","0008044"
"UCFQ8AcU3VJwQUK940d2PWQg","0012476"
"UCFQaW9OKpouSMk8snm-Ooyg","0015187"
"UCFQc2Gp8A0hZGeDK31IsCmw","0018437"
"UCFQpT3Qfz7fQFl-PLBpabAA","0022865"
"UCFREQThe4GGr4p1PBPZMZkQ","0011784"
"UCFRTkFMCIJVBpG83WBz4TEA","0021413"
"UCFSA3KcpAMSkxvazfGrEgeg","0004616"
"UCFSEFH9MJgiaDS5J0LfkRdw","0008548"
"UCFSHbFWCotnKISC7TeVHcIA","0014869"
"UCFSPAaC_vxxWqEYHUqUXOdA","0013967"
"UCFSaJN-8imguCLM6YixrLqg","0015195"
"UCFSl4boCGdQQpGylxtPTr-A","0000811"
"UCFT9jTn-DjMmkvuGIEIK-cA","0015277"
"UCFTLXjx3f0-MPRR349QMc-Q","0015559"
"UCFTMuijhAlDRaNhhwFZe9gg","0010515"
"UCFTXZ76ViJ26e1r5GYR6MtQ","0001975"
"UCFTcRLTQq2UhT-YIHf5cFjg","0005375"
"UCFTjOOR981fWwI2HfYx2jMA","0016399"
"UCFU3R_F8EY7WdxC-9meFLfg","0011528"
"UCFUJu24TxEzKAAmKHodSLuw","0018092"
"UCFUNQTp5KhhBbbQcsvIZL5A","0009073"
"UCFUORKygRuyD6R1m0V5xDEg","0022036"
"UCFUWbsr8l7fW1UJsU-OhhlA","0002791"
"UCFUpJ2ReJGBuRuDnVCsWN0Q","0005882"
"UCFUwYf1PyRp1T3mh0vVpxWQ","0004888"
"UCFVMSJJn06DBZ-7WYKwVBIg","0016512"
"UCFVRtQVjnKq9Adwe9fHBzPw","0016182"
"UCFVWTWgkwLzW_fq2w6ICyLg","0015610"
"UCFVYknpmZAqzYwWdZj2Ihqw","0020727"
"UCFVjFbOInXkIyyw0hgscMow","0017653"
"UCFVw8Hcrzx8VfZq3aR3KPTA","0004014"
"UCFWWSWvDpXV8ql-xN5UGyZg","0018764"
"UCFWhdzEnaLuyUVUSoOLeQjw","0021766"
"UCFWrgb3XS6uxZ8fArlHErTg","0011356"
"UCFWuoFKz2ck9FUfmLc6-JjA","0010560"
"UCFXAzique40H4vv9r3_s9AA","0006028"
"UCFXPVw9nveWfVUXlvruAWZg","0008446"
"UCFXPh4S3zJu7dF9rOdZu4IQ","0002590"
"UCFXdCxmRpIHFfPEgOX-Da7A","0007361"
"UCFXst2M1MK41_REvHOTschQ","0013521"
"UCFYWx-n1XOKgp5YD5-i4bcg","0000809"
"UCFYp09Qas7tQAMF2q7bWwKw","0007757"
"UCFZD9ZFMhm1WxD_nWsCVeZg","0011213"
"UCFZjQQlEevok0mGc1O8fNDQ","0002580"
"UCFZjlxevUa-mObEcqSs2Aaw","0008733"
"UCFZkliikBQNuIhBj0NaH2Ng","0019262"
"UCFZl3kuYtLqQoApKhVfwpNg","0016760"
"UCF_Cd8nlcRtMZxIq-rkPeYw","0020720"
"UCF_M19AbWPqovl3y6Wc3GiA","0017034"
"UCF_TF28BUSpdFN8fw0Gbi0A","0011227"
"UCF_dUGSRRyqiQIfR7uegJXA","0012622"
"UCF_jekIRbCcNnOu_iMFEFyw","0010694"
"UCFa-Lq3CpUaC1J6y_eaLryg","0000407"
"UCFa5KBKxjWsbb1pnrKSIsiQ","0002346"
"UCFa8ThY2l4D35a8bXHm8CTA","0007291"
"UCFaQnEESf4AxsD6sYNe8jKA","0005594"
"UCFaUFiJPGT-rDkZ8MFrWZtQ","0013039"
"UCFabd2gTyrO8jjPqvmVJoQA","0002439"
"UCFb69d5EadUaJ9zOskeUiMg","0020645"
"UCFbHXPIT1avz6Kfgv1NrFRw","0010796"
"UCFbQ_nwBZlauGxJ4L82pK1A","0010214"
"UCFbjW1Bcm6Hf0SZ8EJEaIjw","0015969"
"UCFcEHMtSiEt9bbaYELHFn-A","0019265"
"UCFcKNx3lTuyHEp3z3LSAYbA","0002082"
"UCFcYbg2WeMIvy-kxnTlbhag","0022042"
"UCFdC_0C2OzEFiB48BroM4SA","0004822"
"UCFdMYMdGtyOZHShdWBw1cpg","0000025"
"UCFdRryuqzjq1Ru6osbzc4bg","0015218"
"UCFdUDqR87dnwp0Z4yUJb0Ow","0020295"
"UCFdjRMH1ZuJ5VbrcWn4-Ahw","0017746"
"UCFdkHd5TN1xJmj_dxJUE-5Q","0022259"
"UCFe5rpflDMy25ugUtA4PxPg","0011954"
"UCFeK6BSk5SNV6keKg9sePRg","0018799"
"UCFefhkdBfFO6Geriv-leyBA","0009939"
"UCFejNc6QNCv5rVC7Ogc3zqg","0019445"
"UCFevc7KQSB6kj95eMsuexDw","0016816"
"UCFfFepYlY5JZ6pGHPxIR5rQ","0018299"
"UCFfOg9ly5IBmKWTbijpkhcg","0011654"
"UCFfPD1oLHy5Y24MNgu8nuQw","0014109"
"UCFfSDXTEHFle9LmuvNt5niA","0004725"
"UCFfiZSrYXLMnHTK9ey6t5ug","0002943"
"UCFfyTc8b8TwjJ3zSXeCwJnw","0002107"
"UCFgNM-uQF6UiYpr_I7oLwwg","0012337"
"UCFgS2xjvt89Ibz79ztd4EZQ","0017801"
"UCFgUtiqwJ2z-OTUTtG2mXMA","0019531"
"UCFgZtTCYkAGdEdBzdnW3IQQ","0009264"
"UCFgork1fGtJtzG77B6HBBGA","0013452"
"UCFgpDH8Gh5DkmRk58DA61bQ","0013413"
"UCFgw3n4zge_95mUjdGGuLBQ","0015004"
"UCFh7AODfMijHLqZzVmIG0LQ","0010308"
"UCFhVMswrtjbmUU8HD_Ze_Dg","0004422"
"UCFhc6b2_AQir2KlmZZ2Kmew","0021786"
"UCFhca3qm49JVIBQnezYqjoA","0005435"
"UCFhiFdy-at1Lr7ricWUqnhQ","0011430"
"UCFhp3mMq8MiXIMmS46s13UQ","0007703"
"UCFhz4aEk4zA-laoIoXsZwBQ","0005754"
"UCFiAgwNNp0ho9hvjnPvWzmQ","0014715"
"UCFiFZsYqc0I9JQQMQoQxOmw","0014647"
"UCFiKhy3hA0vlzvfDLCv9R_g","0022840"
"UCFiuoBun8bjk1siUi57smKQ","0011452"
"UCFiyg8m9fVIPrwTAH7M1EoQ","0007329"
"UCFjK4eVEumSyzNrr4YyUMIA","0004757"
"UCFjLCYpznkknV92B72FXYzA","0020694"
"UCFjW4QOS03TKcdfC6f1rYLg","0017200"
"UCFjazRQVIctsc1320vpM0dQ","0021098"
"UCFjdGq4Azc6oigXX0Y6ctOA","0007059"
"UCFjo2nsTtchxyO3k6D6mUFg","0015785"
"UCFjxnMjM9N4H43wuN476E4w","0012722"
"UCFkUL-AASBwGjMzS9jgBTAQ","0003655"
"UCFkcWZrDGr_Q3GVT4SDMFBw","0008342"
"UCFkjnmrQ-JaEDuwdOtkTv9Q","0008357"
"UCFl0m_R8nCV9mdKIe0YmuCw","0009681"
"UCFl2iT5fmdgYcg45TQ_t4Fw","0004775"
"UCFlEXt_0WfoMC4-9fXpK6eA","0012078"
"UCFlNkrCloC8iAqt4dKhn0JQ","0005041"
"UCFlv_2XAr2-uurxrpyriu8Q","0014641"
"UCFm5zgH_h9yq0ZkeFTFOnKA","0000137"
"UCFmCX7QAbrpA6vI0j0B3Kxw","0015901"
"UCFmQ_UvahwJwBiB_5rQH0Gg","0012455"
"UCFmyOCCiqhVJjivPfaBdzRw","0020420"
"UCFnNvG6E1Hw5xVnsuBQP4Hw","0008581"
"UCFn_wijHOGLAywXzAJLpHOQ","0014221"
"UCFncT7CWeuDeISeqFsUlulA","0016032"
"UCFnqOhOW34oYu_vFFLIZ0Sg","0005845"
"UCFnyxVys-W_JPic9C9KOpJQ","0015450"
"UCFo1ykIx7opTxma0JU4btVQ","0016553"
"UCFo90cN4y4zd_gLkhL5jdpg","0016454"
"UCFpWdi5joI-MdTvON4pslig","0013465"
"UCFq50i3DvfcBzdL07QZ1-uw","0011787"
"UCFqGuu_RC--Hnk7KMI60kYA","0001377"
"UCFr8_rOZMrMUGbUW7kvJHcQ","0016118"
"UCFrWFecrlrmyDis_cWeeRGQ","0021763"
"UCFrXIMwG7QAfTH7pAaFHsgw","0021156"
"UCFrwZfqwa7Wjh4YV2A0IQlg","0010358"
"UCFs5W9y_cfvRJL37r8QqPkA","0012889"
"UCFs6EdbFZ7_4nkCxGIE54EA","0007986"
"UCFsn96eVdMZ4W3tCFE_q_xQ","0008527"
"UCFt2KiX5xmRYKhHIoIhEfqQ","0021281"
"UCFt6zOOcoTjpAXui0SGYrPw","0014976"
"UCFtSN-6OxBoqmwdU5DTstxQ","0000443"
"UCFtWXvQOwHsHHE5d4c6KwWA","0003051"
"UCFvNHalGWzLWyPg0MLyZsIA","0017875"
"UCFvX7qFChJB90jVl_sxO2qA","0008728"
"UCFvm2BJjS9t3kzwVMLDurxQ","0019101"
"UCFvnEXsMG4a7X39bs--5o9Q","0022515"
"UCFvycEk4b-BjJhIk3Ds0B6Q","0022885"
"UCFx2AOt4d_FaIpHwBxTHWKw","0004646"
"UCFxdxTLLe2Hwgm_B7S342Hg","0021866"
"UCFy-FH5wOQxqJzOnMnCefGg","0022424"
"UCFyiCXwMhscbKkHeUxWFIgQ","0005603"
"UCFzAunheh6spmirRpj_ZGcQ","0000313"
"UCFzDjNgv6P2RNesZmEF4p9Q","0013450"
"UCFzW4q74oDGn4MOds76FxvA","0014766"
"UCFzYGfOTbO8uhKw2URgq7lg","0012733"
"UCFzhrwZ0g_rmmZogW7OpD4Q","0004290"
"UCG-FahGbX1TLCuY5Fe0eetg","0005707"
"UCG-ct1KOTp0wFh0UqxEGv-g","0006275"
"UCG-iSMVtWbbwDDXgXXypARQ","0016158"
"UCG-pY-TT1OYxUVA_MNFNlRA","0007781"
"UCG041fUXqAUyb1X9GICFx1g","0017759"
"UCG0MN45nTZtW5LFra5QLVLw","0000022"
"UCG0ml-f3MIGR8JJ0VocEMDw","0016223"
"UCG0zlewm9y4BYq-wTYIZ7IQ","0019482"
"UCG16Rne9iwMVCQQw5KSuYew","0002367"
"UCG1EUxrQwQ_04x8hzXkhVgg","0013655"
"UCG1F92q6zPMVMrkbMqlR8Tg","0021743"
"UCG1JLYTI36K5Ag5O55s_PsQ","0013567"
"UCG1KtXwZF_aQwCKW-dW7x3Q","0014456"
"UCG1TIKD4k9QUWw7iEWjDFVA","0002209"
"UCG1TKPEJMpB_RmWoIibFruw","0008820"
"UCG1cF2a6-y15TjLw0yPYMiw","0007031"
"UCG1l_4cI5oEyFTA3dP0zp9A","0021691"
"UCG1q2Il99dJsf4XPff0_3lQ","0006194"
"UCG2DVMCJ7xP4mjAuY5C8g6A","0013660"
"UCG2VmUUCeGz-pNKXgnzpgLw","0002921"
"UCG2uFc2qYwGOAAdTyv1zV9g","0020672"
"UCG3Cu7UeX3jaO4X0RcRY0yA","0022834"
"UCG3HONZmqutZfLd0hYJG--A","0008009"
"UCG3K2excZNQtHAVu2IJk4pg","0016472"
"UCG3QTJpN7V1h7NqJAml_ynw","0005043"
"UCG3lJ9eDdA1xLPsNMXIaJTw","0021321"
"UCG3q_R5DmvRsVhIh9KJiQQA","0007422"
"UCG3sWpbM91Y3Glbuvox2fpA","0017303"
"UCG40X6RE7xJmekvZcR31sxA","0015214"
"UCG4DbFuu6zLuQJvQAZQFVMg","0009071"
"UCG4MGn0hyjedAQ6rnZhCTgQ","0018798"
"UCG4iFVSbWLk_ljOT1C5lrkw","0008026"
"UCG4lciZ71WGmdw0nS2xnp9Q","0012738"
"UCG5MwlddkyDxSu3y4Lo7_Lw","0009620"
"UCG5RZAb-viiH8dPvUtE6TTQ","0013581"
"UCG5a5y9HU2jlFfFOZJwIllQ","0001007"
"UCG5adDbW2vv2y8-uwYODuXQ","0019112"
"UCG5zFeYGaoBZGyhQjowQO3A","0016487"
"UCG6N6WCPo-8XuSzLn_WpJjw","0014797"
"UCG6Tz7fU4JWPAmHXpzRGisA","0009121"
"UCG6X_cFa59d2kNsyFdMuCGw","0000621"
"UCG6l84Lmc7wRz70goNpR38g","0021594"
"UCG6wydLkv_McLfCxfmJWEEw","0013961"
"UCG71iPL8W6OuH0DPuttTbRg","0018181"
"UCG76IROIYzCDqoDoUd7HZBw","0005449"
"UCG76WwFV_hb5saSj-oTCxUg","0013016"
"UCG7ASGAgZjA1q1zMH4_mqiw","0007669"
"UCG7LFaIakXE8_eYMWtVSsHA","0005128"
"UCG7QsrYgrGxMwv4YC5BpTRQ","0016392"
"UCG7Sw9amYfuPXRjJVrInjZw","0006953"
"UCG7U9Kx_qxTq8s28utEuweA","0011984"
"UCG7YoIfuHKVW3MvzOY7feoQ","0023019"
"UCG7dQNcFEhJGGX0frRvrUeQ","0017849"
"UCG8DgwxHE2R40MKOOO2OqMQ","0018480"
"UCG8FvhsKBRbGGAFaZhohkcA","0014304"
"UCG8TgtvQepg7Z9FWagM3CdA","0018940"
"UCG8cpV3R42iiwRfIpj9yIfQ","0020864"
"UCG8kynbpcO7Tim5Rwj13auQ","0002720"
"UCG8oviZyNfWlvEemy88N-cA","0001349"
"UCG95uM3E8QPrLnA4R8XFeQA","0008664"
"UCG96Zyt-KEGKq9ZAWZqp7tg","0010303"
"UCG9FcI4WTy_lrZ9Gu4axshA","0005329"
"UCG9LxXlCbwhL0fSP4RqGBgg","0017099"
"UCGA1dq-1J_o-Bv8ti6OXTZg","0005151"
"UCGABnn20eyvCW_msCx_0ZUA","0014655"
"UCGAEQOgcZl2p71QNX75UQaw","0022941"
"UCGAJgpcv3iZNgI7ElYMuJ4g","0013045"
"UCGAl_AUTIZ5vLHnuW1B9lpA","0001199"
"UCGAm-V8JNHuqaBYlKw5kP6g","0022971"
"UCGAv9p27Qf004aobpxEFIEQ","0012734"
"UCGAyZACLhflru0zv2H1YIHQ","0004420"
"UCGB9Oo3QuuoORXiUqrCnmrQ","0004197"
"UCGBOOpjFPZj57hYaZ1ZHimw","0018998"
"UCGBTiBkF09-Ip8PcmztAa5w","0009968"
"UCGBdwe3NCuJlEBfhIBtgNHg","0023144"
"UCGBjUSD0naw-zvEWSw1Op3A","0011958"
"UCGBlHkLDPtw1aVvNnQtPxEQ","0013679"
"UCGC24qIqvzdF9zJ19Gklmig","0002406"
"UCGC2QwdwdpY9l8TbTn0lcJg","0011441"
"UCGCGJUw8BSvoN3FYuEdXweQ","0015274"
"UCGCQinfqALp8auCLmMof_yw","0012826"
"UCGCWxCtp8WugrqAZokTW9Zg","0016871"
"UCGCapI9c5rVJSta-oCLH2NQ","0014339"
"UCGDR63md9nzJwZZWB-G94aw","0003224"
"UCGDRfJD-mM1DB2OrdJ2pgSw","0021427"
"UCGDU6IRhDFkD-daqQE8KqfQ","0006369"
"UCGDVmXBH5qHzoxqiejFAUIg","0014721"
"UCGDfous9ENqMv-GgrOZQKhg","0005308"
"UCGDxCee9TQWluM9NJIo9dwQ","0015519"
"UCGE2YfsL7JuhXzuY7qzwadA","0001557"
"UCGEREkS4MGgsbT3cXe9f4-A","0001716"
"UCGETRXpacGkYMcPbxRqsQAw","0004514"
"UCGEYOipYeKIrx2ODHMPynGA","0009350"
"UCGEYrbw6nX0-VKEeu0F0ZdA","0016360"
"UCGEbsHPzs1Nw6ZyD_w119dg","0007616"
"UCGF8C3UO0NjiKFMwK2ZQo0g","0016673"
"UCGFdgQ9YzvWEs0myI53ZPJQ","0015894"
"UCGFgmHVEGMYdPUncXD0qGFQ","0019685"
"UCGFpiKC08CWO7kA48amKcgw","0002139"
"UCGFyR4ZlxgK1445WpgC782A","0010930"
"UCGG2w0myfLuHa5EDRp80Cjw","0000323"
"UCGG3sGaZFD-tGPmcMXuolEg","0014540"
"UCGG7t7OAA9KgtxR3kErsA7g","0022369"
"UCGG97rcMhUqbWGxuX7oKXiA","0007272"
"UCGG9YdMoWBcQsvsQFnNasVg","0014303"
"UCGGPKZFUsF1Eir3_GctoH5A","0012004"
"UCGGQcqF2dxhkPCxZykws6gA","0008546"
"UCGGpolT84VnnMRoH_KuPeWQ","0010541"
"UCGHCQRN-bmcP5fxZ-IyXjJA","0006220"
"UCGHJ5TE37IJBPSVtVIx0ATQ","0019665"
"UCGHMQtfP05UC3_dJqxkLXNA","0005209"
"UCGHUPbl13fCVyhXItaHyrJQ","0020892"
"UCGHrbO1MDauFT27JQ5rEBAg","0005581"
"UCGHuPLjn-Zky2Ald1JYzSlA","0008136"
"UCGI-fF77j1neav5bdMBfu1w","0022702"
"UCGIWsSyB4TJ6S5BcLrwaCHw","0004401"
"UCGIiuB2dy7iB9EAWPdqY59Q","0014371"
"UCGJ7LUs-LA1rkiqhZFf3cGQ","0002201"
"UCGJKRoTbPhgL0jo-LG_pMVg","0000026"
"UCGJR_5g248l7ky0k6sgIbqA","0023018"
"UCGJVtP4OSQ5pqAP_081Nuhg","0014136"
"UCGJWda2J9erJ0paXPhGdQrg","0006264"
"UCGK9duy6MjXnPc54ifBFPVg","0006792"
"UCGKCBZHs4n1gCWHTCqeecFg","0004797"
"UCGKrwJj7HKwFE26TnT-eTTg","0021966"
"UCGLUHbTfVIhydbAHBbn12Lw","0016987"
"UCGLpId9_gin7QFaG9IkZdEw","0016147"
"UCGM3_OYopbBD3QkXue4DnZw","0000734"
"UCGM5mdT8PSHaaqfl2E4Zq_Q","0003775"
"UCGMIDF488u9Daow0kG2J-1w","0002010"
"UCGMOn488fzprHC_8hOr_L7A","0003413"
"UCGMPrKvtkhVHYmYt_E2Ir6g","0007715"
"UCGMUCI8T9h9jIDVkjZ2mkFg","0014467"
"UCGMig3Mt5gVdlJdXcQpvjhA","0021048"
"UCGMqTfAmRGHq4x-VToYqknA","0005462"
"UCGMywD4Z_UKOs6kh5mlf5yw","0001109"
"UCGN-YUp2-euMa4V55kv7vKw","0001808"
"UCGNst735ZqJUiOugqPXbcaw","0010622"
"UCGOGwcZZ3bKWqrrvK1E4nUQ","0013355"
"UCGOOLVEqfHPFqyHktd06WJA","0011862"
"UCGOrLzjhIJX4f0lfXH8ak6g","0010098"
"UCGPB7hatccl6ct6UNPI03Ng","0009297"
"UCGPTsTXT8Z71RgF4duc41bw","0004525"
"UCGPijd1b4XouQ5kF-BoA94w","0005184"
"UCGPrJwfTYXUneGZ7lrB-pRg","0019305"
"UCGPvYLs17EBUNAXaFNkRezQ","0020971"
"UCGQ5BEMZYZRNs6Vzzzj-vmg","0013056"
"UCGQOj-vicWtVo_-tEGErZpA","0016948"
"UCGQhAdEz-BY9WCR4-jhROpw","0017641"
"UCGR1NqAhhHdAof_f6_mr6PA","0021174"
"UCGRBiFKDnDfrOzdwstgH2KA","0000140"
"UCGRC_ogDRjGooUyV8NS7pOQ","0000380"
"UCGRXBDip-tHrcyncdqsfBEw","0022976"
"UCGS44t_ZW6oBbGhyZ-guKsw","0018740"
"UCGS60JgaqWSeXdb_sZ-E7ZA","0022017"
"UCGS6_0Ny6NtFqoIHSI3zqPQ","0006195"
"UCGSEORl4G7Jo-4XXsoP-Rmg","0000622"
"UCGSI2thi7fYtS45nQRnBhAA","0009579"
"UCGSYj_DDJPf4sRcliDJq2sw","0010045"
"UCGSukTdaNpGtd4lRid3qtlA","0010327"
"UCGTBNOwDjY41NNnrZ3hdCjA","0007197"
"UCGTCO1JnSlIAe3UH_F18v6Q","0008946"
"UCGTHUqByXPor-smjnWwRsOw","0008955"
"UCGTLsEZod8QKBp7u81pz6UA","0005919"
"UCGTRjIP1NuNq8wqhPjV4LHQ","0011936"
"UCGTW_0oN0z8ztcQ9LHMRDMA","0021728"
"UCGTaH3wtt4k_b0fJJ4xi10Q","0015390"
"UCGTpZfGXh4NK1ojH8RO3ZVA","0003251"
"UCGUTFXV_WvSJNMcd-UlRdHQ","0018286"
"UCGUa41R7jQZtOvrrXHHKh0g","0014152"
"UCGUj-t2t28iSDLqfGtpfu_A","0009131"
"UCGUknz3OkUjgb8YiagcYhUw","0003756"
"UCGUnvjDAporWgd-3alZ-Zrw","0009324"
"UCGUqOpWQx4HA8iX9d0jAijQ","0002102"
"UCGUsWxX2U8wBCkT9L6Rj1kw","0002918"
"UCGVgtbMt7QbjmeHg7HxcHKQ","0023078"
"UCGVhQvR6yM4CpISAaImdmKQ","0005839"
"UCGW7IxlMb9xtVRV3UQAO2xA","0004098"
"UCGWLAIgUNdYnhALiHHkjeog","0005471"
"UCGWwfo50wDZyjF6Cig4304A","0020235"
"UCGWy8yPwr8Q5zd9cMqhf7XA","0005702"
"UCGX4ZttqekzJWAD71U4BsFA","0021347"
"UCGXNsA_PLw9zvpgazJ2bjdQ","0004062"
"UCGXRzF_vPglBh2a65vFrODA","0007706"
"UCGXaWvLJGOGPIjBF4duN53Q","0016022"
"UCGXbuRgCqVX9Ez2s8zyUcmw","0015546"
"UCGXcTdnJhdCgtQ-XW1VEBIQ","0010481"
"UCGXkBOXPRyyFaDydMQW9jmw","0006066"
"UCGYy-riK34b_Bm4wYHtWIBA","0007182"
"UCGZ-c71gIH7hRAdbmfbbNSw","0016518"
"UCGZ3xcZgMU9-Dj8WHg_msKw","0008202"
"UCGZ3yS-aHF_zNlUVahZ9Bng","0021627"
"UCGZFPiHgi4_zZVpUpJCsGIg","0017138"
"UCGZGOB2Raa28KLtD90BPNEw","0011649"
"UCGZRoBDpiYBzDYJ4fwpDRWQ","0021880"
"UCGZ_KsdxaOfhf_Zq5-ZNh9w","0011939"
"UCGZoq_lnXotuQQLH_SR7q9g","0013575"
"UCGZwOCLi7BRSuLBSNCrZtJw","0016047"
"UCG_48Rz9bcyygSygnRCEZYw","0020281"
"UCG_E0_mRbg9jnRtZ5xFsFqQ","0011435"
"UCG_JQSVyScxEUi3OMnAoFZQ","0020356"
"UCG_TC0iELWBZgLbwrnvGVzg","0019797"
"UCG_Y6xgPbkNfw-vqRuBRDMA","0002579"
"UCG_zWIM5L3ICJjsyDUXR8FA","0007172"
"UCGa7FQVPv9UAlbmDs6yJW9w","0002804"
"UCGaGIuUGxwgu7Ok7fWYgzww","0016979"
"UCGaHftsWtyXqnVOC5CFZMBQ","0008957"
"UCGa_7o7ArxJ_euYGASM-TSg","0007614"
"UCGar8DtWQ7_VvX5Ea5K4pBw","0020239"
"UCGbTi-ZiKIZoITlxwbYfSWg","0022319"
"UCGbbV9um4kkLNz0cVLNve7A","0019292"
"UCGbyyMPy0eBx6sPtjFqHp_Q","0017019"
"UCGcAGxwlgN-4bVn1zklGLdg","0011205"
"UCGcNxlCssFkW-PATWhejHRQ","0013336"
"UCGcrGIzmtEdaqiWi1XYJfVA","0020376"
"UCGcvTxz_RhYOW7QalwiLXkQ","0019795"
"UCGd-r9JEeqIZ2nUuJmFBGHQ","0011070"
"UCGd0oAF880mueVlsZ7cfleA","0001648"
"UCGdciekLpBSjRgEEzmQXP3w","0015484"
"UCGdwJUkx_FkxQXah9fRfqcg","0001265"
"UCGe-xA6oiiE0el64xEG0lKg","0015205"
"UCGeWHSpnmbUaFIgJetXmyGw","0016555"
